entrytone|nounadjpluraltone|vfirstprestone|vthirdpasttone|vthirdprestone|vsecondimpertone|vthirdinftone|syllabaryb|nounadjpluralsyllf|vfirstpresh|vthirdpastsyllj|vthirdpressylll|vsecondimpersylln|vthirdinfsyllp|definitiond|id|source
dì:sě:hísdi̋:i|||||||ᏗᏎᎯᏍᏗᎢ|||||||dresser|72904|ced
di:sésdi|||||||ᏗᏎᏍᏗ|||||||numbers|72905|ced
dise:sdi|||||||ᏗᏎᏍᏗ|||||||Numbers|101450|rrd
di:sǔ:hwísdi|||||||ᏗᏑᏫᏍᏗ|||||||paint|72906|ced
di:dá:hihi|||||||ᏗᏓᎯᎯ|||||||murderer|72839|ced
di:da:hiɂlǐ:dâ:sdi̋:ɂi, ju:nada:hiɂlǐ:dâ:sdi̋:ɂi|||||||ᏗᏓᎯᎵᏓᏍᏗᎢ, ᏧᎾᏓᎯᎵᏓᏍᏗᎢ|||||||courthouse|72840|ced
dida:nsine:gi|||||||ᏗᏓᎾᏏᏁᎩ|||||||Sled|101451|rrd
dida:nawi:da|||||||ᏗᏓᎾᏫᏓ|||||||Cross|101452|rrd
di:dá:hnà:wida, ju:dá:hnà:wida|||||||ᏗᏓᎿᏫᏓ, ᏧᏓᎿᏫᏓ|||||||cross|72843|ced
di:dá:ne:lv̋:ɂi|||||||ᏗᏓᏁᎸᎢ|||||||at home|72847|ced
di:da:hne:se̋:sgi|di:nada:hne:se̋:sgi||||||ᏗᏓᏁᏎᏍᎩ|ᏗᎾᏓᏁᏎᏍᎩ||||||conjurer|72844|ced
di:da:nǐ:sóhdi̋:ɂi, ju:nada:nǐ:sóhdi̋:ɂi|||||||ᏗᏓᏂᏐᏗᎢ, ᏧᎾᏓᏂᏐᏗᎢ|||||||cemetery|72849|ced
dida:niso:diyu|||||||ᏗᏓᏂᏐᏗᏳ|||||||Cemetary|101453|rrd
didaniso:hdiyu|||||||ᏗᏓᏂᏐᏗᏳ|||||||Cemetary|101454|rrd
dida:hnitsisgi|||||||ᏗᏓᏂᏥᏍᎩ|||||||Policeman|101455|rrd
di:da:nǐ:yi̋:sgi|di:nada:nǐ:yi̋:sgi||||||ᏗᏓᏂᏱᏍᎩ|ᏗᎾᏓᏂᏱᏍᎩ||||||policeman|72850|ced
dida:nv:ɂi|||||||ᏗᏓᏅᎢ|||||||Store at a distance|101456|rrd
dí:danhtosdi|||||||ᏗᏓᏅᏙᏍᏗ|||||||false teeth, dentures|72848|ced
di:da:hnv:wi̋:sgi|di:nada:hnv:wi̋:sgi||||||ᏗᏓᏅᏫᏍᎩ|ᏗᎾᏓᏅᏫᏍᎩ||||||medicine man|72845|ced
di:da:hnvwo:hdo:hdi|||||||ᏗᏓᏅᏬᏙᏗ|||||||Treatment (medical)|101457|rrd
di:da:sdà:yv̌:hvsgi|di:nada:sdà:yv̌:hvsgi||||||ᏗᏓᏍᏓᏴᎲᏍᎩ|ᏗᎾᏓᏍᏓᏴᎲᏍᎩ||||||cook|72852|ced
di:da:sdo:ye̋:sgi|di:nada:sdo:ye̋:sgi||||||ᏗᏓᏍᏙᏰᏍᎩ|ᏗᎾᏓᏍᏙᏰᏍᎩ||||||barber|72853|ced
didasdoyesgi|||||||ᏗᏓᏍᏙᏰᏍᎩ|||||||Barber|101458|rrd
di:da:sdù:di̋:ɂi, ju:nada:sdù:diɂi|||||||ᏗᏓᏍᏚᏗᎢ, ᏧᎾᏓᏍᏚᏗᎢ|||||||jail|72854|ced
didasdu:diyu|||||||ᏗᏓᏍᏚᏗᏳ|||||||Jail|101459|rrd
di:da:tihni:dő:hi|di:nada:tihni:dő:hi||||||ᏗᏓᏘᏂᏙᎯ|ᏗᎾᏓᏘᏂᏙᎯ||||||leader|72855|ced
di:da:tolsdi̋:sgi|di:nada:tolsdi̋:sgi||||||ᏗᏓᏙᎵᏍᏗᏍᎩ|ᏗᎾᏓᏙᎵᏍᏗᏍᎩ||||||lender|72856|ced
di:da:hli:lò:stanv̋:ɂi|||||||ᏗᏓᏟᎶᏍᏔᏅᎢ|||||||1. picture  2. photograph|72842|ced
di:da:hli:lò:sdi̋:sgi|||||||ᏗᏓᏟᎶᏍᏗᏍᎩ|||||||1. camera  2. photographer|72841|ced
didatsi:lo:sdi:sgi|||||||ᏗᏓᏥᎶᏍᏗᏍᎩ|||||||Camera.; Photographer|101460|rrd
Di:da:wő:sgi|Di:nada:wő:sgi||||||ᏗᏓᏬᏍᎩ|ᏗᎾᏓᏬᏍᎩ||||||Baptist|72857|ced
didawo:sgi|||||||ᏗᏓᏬᏍᎩ|||||||Baptist|101461|rrd
di:da:hyě:hlohi|di:nada:hyě:hlohi||||||ᏗᏓᏰᏠᎯ|ᏗᎾᏓᏰᏠᎯ||||||surgeon|72846|ced
di:talě:sdi|||||||ᏗᏔᎴᏍᏗ|||||||drill|72907|ced
di:delo:gwa:sgi|||||||ᏗᏕᎶᏆᏍᎩ|||||||Student.; Disciple|101462|rrd
di:delkwasdi|||||||ᏗᏕᎶᏆᏍᏗ|||||||School|101463|rrd
dide:sdidane:gwa|||||||ᏗᏕᏍᏗᏓᏁᏆ|||||||Castor oil beans|101464|rrd
di:dě:hlo:gwà:sgi|di:nadě:hlo:gwà:sgi||||||ᏗᏕᏠᏆᏍᎩ|ᏗᎾᏕᏠᏆᏍᎩ||||||student|72858|ced
di:de:hyǒ:hvsgi|di:nade:hyǒ:hvsgi||||||ᏗᏕᏲᎲᏍᎩ|ᏗᎾᏕᏲᎲᏍᎩ||||||teacher|72859|ced
di:de:hyohvsgi|||||||ᏗᏕᏲᎲᏍᎩ|||||||Teacher|101465|rrd
di:tě:sdi|||||||ᏗᏖᏍᏗ|||||||iron|72908|ced
ditesdi|||||||ᏗᏖᏍᏗ|||||||Iron (to iron clothes with)|101466|rrd
di:tiyǒ:hihi|di:natiyǒ:hihi||||||ᏗᏘᏲᎯᎯ|ᏗᎾᏘᏲᎯᎯ||||||lawyer|72909|ced
ditiyo:hihi|||||||ᏗᏘᏲᎯᎯ|||||||Lawyer|101467|rrd
dido:le:sgi|||||||ᏗᏙᎴᏍᎩ|||||||Arthritis.; Rheumatism|101468|rrd
dí:dla|||||||ᏗᏜ|||||||toward|72860|ced
di:hlino:hehdi̋:ɂi, ju:nahlinohhe:di̋:ɂi|||||||ᏗᏟᏃᎮᏗᎢ, ᏧᎾᏟᏃᎮᏗᎢ|||||||telephone|72879|ced
di:dlo:hisdi̋:i|||||||ᏗᏠᎯᏍᏗᎢ|||||||meeting place|72861|ced
di:dlv:kwísdohdi|||||||ᏗᏢᏈᏍᏙᏗ|||||||excuse|72862|ced
Di:jalagi|||||||ᏗᏣᎳᎩ|||||||Cherokee (written)|72887|ced
ditsilosdanv:hi|||||||ᏗᏥᎶᏍᏓᏅᎯ|||||||Picture.; Photograph|101469|rrd
di:chv́:sdi|di:nadá:hihi||||||ᏗᏨᏍᏗ|ᏗᎾᏓᎯᎯ||||||marriage|72838|ced
diwe:dalo:hi|||||||ᏗᏪᏓᎶᎯ|||||||White-breasted nuthatch.; biol. <em>Sitta carolinensis.</em>|101470|rrd
di:hydo:ldv:di|||||||ᏗᏯᏙᎳᏛᏗ|||||||Curtains.|102319|rrd
di:hyv̌:gì:sdi|||||||ᏗᏴᎩᏍᏗ|||||||spurs|72885|ced
di:hyv:gisdi|||||||ᏗᏴᎩᏍᏗ|||||||Banjo|101471|rrd
ti:li|||||||ᏘᎵ|||||||Chestnut.; American chestnut.; biol. <em>Castanea dentata.</em>|101472|rrd
tili asu:yi ga:du|||||||ᏘᎵ ᎠᏑᏱ ᎦᏚ|||||||Chestnut bread|101473|rrd
tina|||||||ᏘᎾ|||||||louse|73696|ced
ti:na|||||||ᏘᎾ|||||||Lice.; biol. <em>Family Aphididae.</em>|101474|rrd
tiyǒ:háɂli|||||||ᏘᏲᎭᎵ|||||||lizard|73697|ced
tő:ɂi|||||||ᏙᎢ|||||||motionless|73701|ced
do:ɂi:yuhsdi|||||||ᏙᎢᏳᏍᏗ|||||||What|101475|rrd
do:gsi|||||||ᏙᎦᏏ|||||||Muscovy duck.; biol. <em>Cairina moschata.</em>|101476|rrd
to:giya:sdi|||||||ᏙᎩᏯᏍᏗ|||||||Asheville, N.C.|101477|rrd
tò:hi̋|||||||ᏙᎯ|||||||well (health)|73699|ced
tò:hi̋:gwu|||||||ᏙᎯᏊ|||||||just fine|73700|ced
to:hitsgwa|||||||ᏙᎯᏥᏆ|||||||Grasshopper.; biol. <em>Order Orthoptera.</em>|101478|rrd
do:hiyu|||||||ᏙᎯᏳ|||||||really, very|72924|ced
to:hldiyusdi|||||||ᏙᎳᏗᏳᏍᏗ|||||||Spiny amaranth.; biol. <em>Amaranthus spinosus.</em>|101479|rrd
do:latsi|||||||ᏙᎳᏥ|||||||Water oak.; biol. <em>Quercus nigra.</em>|101480|rrd
to:latsi|||||||ᏙᎳᏥ|||||||Grasshopper.; biol. <em>Order Orthoptera.</em>|101481|rrd
tǒ:látsga|||||||ᏙᎳᏥᎦ|||||||grasshopper|73703|ced
to:le:da|||||||ᏙᎴᏓ|||||||Burlap sack.; Bear nettle|101482|rrd
dōʔni|||||||ᏙᏂ|||||||Why|101483|rrd
do:sa|||||||ᏙᏌ|||||||mosquito|72925|ced
dosa|||||||ᏙᏌ|||||||Gnats.; biol. <em>Simulium meridionale.</em>|101484|rrd
dosana|||||||ᏙᏌᎾ|||||||Turnip.; biol. <em>Brassica rapa.</em>|101485|rrd
do:svna inage ehi|||||||ᏙᏒᎾ ᎢᎾᎨ ᎡᎯ|||||||Jack-in-the-pulpit.; Wild turnip.; biol. <em>Arisaema triphyllum.</em>|101486|rrd
do:sv̌:dáɂli|||||||ᏙᏒᏓᎵ|||||||ant|72926|ced
do:svda:li|||||||ᏙᏒᏓᎵ|||||||Ant|101487|rrd
Dǒ:dágwà:sgv̋:ɂi|||||||ᏙᏓᏆᏍᎬᎢ|||||||Sunday|72920|ced
do:dagwa:sgv:ɂi|||||||ᏙᏓᏆᏍᎬᎢ|||||||Sunday|101488|rrd
Dǒ:dágwi:de̋:na|||||||ᏙᏓᏈᏕᎾ|||||||Saturday|72921|ced
dodagwide:ni|||||||ᏙᏓᏈᏕᏂ|||||||Saturday|101489|rrd
Dǒ:dágwohnvɂi|||||||ᏙᏓᏉᏅᎢ|||||||Monday|72922|ced
do:dagwo:nvhi|||||||ᏙᏓᏉᏅᎯ|||||||Monday|101490|rrd
do:di|||||||ᏙᏗ|||||||Maybe|101491|rrd
do:di i:yusdi|||||||ᏙᏗ ᎢᏳᏍᏗ|||||||What can it be|101492|rrd
do:ɂtsi|||||||ᏙᏥ|||||||White pine.; biol. <em>Pinus Strobus L.</em>|101493|rrd
tò:jǔ:hwa|||||||ᏙᏧᏩ|||||||redbird|73702|ced
to:tsu:wa|||||||ᏙᏧᏩ|||||||Red bird.; Cardinal.; biol. <em>Cardinalis cardinalis.</em>|101494|rrd
do:ya|||||||ᏙᏯ|||||||Beaver.; biol. <em>Castor canadensis.</em>|101495|rrd
dǒ:yi|||||||ᏙᏱ|||||||outside|72927|ced
do:yi|||||||ᏙᏱ|||||||Outside|101496|rrd
doyi:tsv|||||||ᏙᏱᏨ|||||||Outside of|101497|rrd
do:yi:tsvhi ayodasvɂi|||||||ᏙᏱᏨᎯ ᎠᏲᏓᏒᎢ|||||||Porch|101498|rrd
do:yű|||||||ᏙᏳ|||||||really, very|72928|ced
do:yuni:si|||||||ᏙᏳᏂᏏ|||||||Water beetle.; Mellow bug.; biol. <em>Gyrinus spp.</em>|101499|rrd
dù:ksdiha||dà:giksdíha|dù:kstanv́:ɂi|dù:ksdǐ:sgóɂi|dijáksda|ju:ksdóhdi|ᏚᎦᏍᏗᎭ||ᏓᎩᎦᏍᏗᎭ|ᏚᎦᏍᏔᏅᎢ|ᏚᎦᏍᏗᏍᎪᎢ|ᏗᏣᎦᏍᏓ|ᏧᎦᏍᏙᏗ|he's vomiting|72936|ced
du:ktinv:ta||dà:gwaktinv:ta|dù:ktinv:tv̌:ɂi|dù:ktinv:tó:ɂi|de:jáktinv:té:sdi|ju:ktinv:tdi|ᏚᎦᏘᏅᏔ||ᏓᏆᎦᏘᏅᏔ|ᏚᎦᏘᏅᏛᎢ|ᏚᎦᏘᏅᏙᎢ|ᏕᏣᎦᏘᏅᏖᏍᏗ|ᏧᎦᏘᏅᏘᏗ|he's wearing glasses|72937|ced
dù:lâ:su:hla||dà:gwalâ:su:hla|dù:lâ:su:hlvɂi|dù:lâ:su:hló:ɂi|de:jalâ:su:hlé:sdi||ᏚᎳᏑᏝ||ᏓᏆᎳᏑᏝ|ᏚᎳᏑᏢᎢ|ᏚᎳᏑᏠᎢ|ᏕᏣᎳᏑᏞᏍᏗ||he's wearing shoes|72938|ced
tu:lě:ji|||||||ᏚᎴᏥ|||||||tonsils|73708|ced
duliɂi:sdi|||||||ᏚᎵᎢᏍᏗ|||||||September|101500|rrd
du:lsgwalísvhi:a||dà:gwa:lsgwalísvɂi:a|du:lsgwalísv:sv̌:ɂi|du:lsgwalísvsgó:ɂi|ditsa:lsgwalísva:ga|tsu:lsgwalísv:sdi|ᏚᎵᏍᏆᎵᏒᎯᎠ||ᏓᏆᎵᏍᏆᎵᏒᎢᎠ|ᏚᎵᏍᏆᎵᏒᏒᎢ|ᏚᎵᏍᏆᎵᏒᏍᎪᎢ|ᏗᏣᎵᏍᏆᎵᏒᎠᎦ|ᏧᎵᏍᏆᎵᏒᏍᏗ|He is broke.; He is bankrupt|101501|rrd
Du:lì:sdi|||||||ᏚᎵᏍᏗ|||||||September|72939|ced
du:ldi:na:ɂvɂi|||||||ᏚᎵᏗᎾᎥᎢ|||||||Family|101502|rrd
du:lti:hnaɂa||dà:gwa:ldɂi:hnaɂa|du:lti:hnv:nv̌:ɂi|du:lti:hnaɂó:ɂi||tsu:lti:hnv:ɂdi|ᏚᎵᏘᎾᎠ||ᏓᏆᎵᏗᎾᎠ|ᏚᎵᏘᏅᏅᎢ|ᏚᎵᏘᎾᎣᎢ||ᏧᎵᏘᏅᏗ|He has a family|101503|rrd
dù:liyê:su:la||dà:gwaliyê:su:la|dù:liyê:su:lv̌:ɂi|dù:liyê:su:ló:ɂi|talíyè:su:lv̂:ga|ju:liyè:sǔ:lô:di|ᏚᎵᏰᏑᎳ||ᏓᏆᎵᏰᏑᎳ|ᏚᎵᏰᏑᎸᎢ|ᏚᎵᏰᏑᎶᎢ|ᏔᎵᏰᏑᎸᎦ|ᏧᎵᏰᏑᎶᏗ|he's wearing gloves|72940|ced
dù:lǐ:yó:ha||dà:gwa:lǐ:yó:ha|dù:lǐ:yó:hv̌:ɂi|dù:lǐ:yó:hó:ɂi|de:já:lǐ:yó:hé:sdi||ᏚᎵᏲᎭ||ᏓᏆᎵᏲᎭ|ᏚᎵᏲᎲᎢ|ᏚᎵᏲᎰᎢ|ᏕᏣᎵᏲᎮᏍᏗ||he's wearing socks|72941|ced
dù:ló:tsgv̋:ɂi|||||||ᏚᎶᏥᎬᎢ|||||||fork (in a tree)|72942|ced
dùhlga||dà:gihlga|dùhlgv̌:ɂi|dùhlgó:ɂi|de:jáhlgé:sdi||ᏚᎷᎦ||ᏓᎩᎷᎦ|ᏚᎷᎬᎢ|ᏚᎷᎪᎢ|ᏕᏣᎷᎨᏍᏗ||he has horns|72934|ced
dù:lv̌:hwísdà:neha||dà:gilv̌:hwísdà:neha|dù:lv̌:hwísdà:ne:lv̌:ɂi|dù:lv̌:hwísdà:ne:hó:ɂi|di:jálv́:hwi:sdà:si|ju:lv̌:hwísdà:nehdi|ᏚᎸᏫᏍᏓᏁᎭ||ᏓᎩᎸᏫᏍᏓᏁᎭ|ᏚᎸᏫᏍᏓᏁᎸᎢ|ᏚᎸᏫᏍᏓᏁᎰᎢ|ᏗᏣᎸᏫᏍᏓᏏ|ᏧᎸᏫᏍᏓᏁᏗ|he's working|72943|ced
du:hlvwi:sdaɂne:ha||dà:gilvɂwi:sdaɂne:ha|du:hlvwi:sdaɂnelv̌:ɂi|du:hlvwi:sdaɂne:hó:ɂi|ditsa:hlvwi:sdasi|tsu:hlvwi:sdaɂnhdi|ᏚᎸᏫᏍᏓᏁᎭ||ᏓᎩᎸᏫᏍᏓᏁᎭ|ᏚᎸᏫᏍᏓᏁᎸᎢ|ᏚᎸᏫᏍᏓᏁᎰᎢ|ᏗᏣᎸᏫᏍᏓᏏ|ᏧᎸᏫᏍᏓᏁᏗ|He is working.; He is laboring|101505|rrd
Dù:ninhdi|||||||ᏚᏂᏂᏗ|||||||October|72944|ced
duni:nvdi|||||||ᏚᏂᏅᏗ|||||||October|101506|rrd
dunolv:dani|||||||ᏚᏃᎸᏓᏂ|||||||January|101507|rrd
dù:gwe:nó:tisga||dà:gigwe:nó:tisga|dù:gwe:nó:tisv̌:ɂi|dù:gwe:nó:tisgó:ɂi|dijágwé:nò:tihi|ju:gwe:nò:tísdi|ᏚᏇᏃᏘᏍᎦ||ᏓᎩᏇᏃᏘᏍᎦ|ᏚᏇᏃᏘᏒᎢ|ᏚᏇᏃᏘᏍᎪᎢ|ᏗᏣᏇᏃᏘᎯ|ᏧᏇᏃᏘᏍᏗ|he's getting a rash|72933|ced
tu:gwesdi|||||||ᏚᏇᏍᏗ|||||||Blow gun|101508|rrd
dú:sgalé:sdiha||dà:gwá:sgalé:sdiha|dú:sgalé:stanv̌:ɂi|dú:sgalé:sdi:sgó:ɂi|dijá:sgalé:sda|jù:sgalè:sdóhdi|ᏚᏍᎦᎴᏍᏗᎭ||ᏓᏆᏍᎦᎴᏍᏗᎭ|ᏚᏍᎦᎴᏍᏔᏅᎢ|ᏚᏍᎦᎴᏍᏗᏍᎪᎢ|ᏗᏣᏍᎦᎴᏍᏓ|ᏧᏍᎦᎴᏍᏙᏗ|he's releasing it, (involuntarily)|72946|ced
dú:sdano:hyvhga||dà:gwá:sdano:hyv́hga|dú:sdano:hyvhgv̌:ɂi|dú:sdano:hyvhgó:ɂi|dijá:sdano:hyv̌:la|jù:sdano:hyv:hlisdi|ᏚᏍᏓᏃᏴᎦ||ᏓᏆᏍᏓᏃᏴᎦ|ᏚᏍᏓᏃᏴᎬᎢ|ᏚᏍᏓᏃᏴᎪᎢ|ᏗᏣᏍᏓᏃᏴᎳ|ᏧᏍᏓᏃᏴᏟᏍᏗ|he's making footsteps|72945|ced
tusdi|||||||ᏚᏍᏗ|||||||boil (sore)|73709|ced
du:sdu|||||||ᏚᏍᏚ|||||||Spring frog.; biol. <em>Pseudacris Sp.</em>|102320|rrd
duso:g tsvne:gwa|||||||ᏚᏐᎦ ᏨᏁᏆ|||||||Rhododendron.; biol. <em>Rhododendron ferrugineum L.</em>|101509|rrd
du:su:g tsu:nsdi|||||||ᏚᏑᎦ ᏧᎾᏍᏗ|||||||Laurel.; biol. <em>Kalmia angustifolia.</em>|101595|rrd
dù:da:tihnaɂv̋:ɂi|||||||ᏚᏓᏘᎿᎥᎢ|||||||his family|72929|ced
tu:ti|||||||ᏚᏘ|||||||Dark-eyed junco.; Snowbird.; biol. <em>Junco hyemalis.</em>|101510|rrd
tu:ti:yi|||||||ᏚᏘᏱ|||||||Snowbird Community|101511|rrd
dù:do:ɂa||dà:gwadó:ɂa|dù:dó:ɂv̌:ɂi|dù:dó:ɂó:ɂi|dě:jádo:ɂé:sdi|ju:dò:sdi|ᏚᏙᎠ||ᏓᏆᏙᎠ|ᏚᏙᎥᎢ|ᏚᏙᎣᎢ|ᏕᏣᏙᎡᏍᏗ|ᏧᏙᏍᏗ|he is called, he is named|72931|ced
dù:dô:kdíha||dà:gwadô:kdíha|dù:dô:ktanv́:ɂi|dù:dô:kdǐ:sgóɂi|dijádô:kda|ju:dò:kdóhdi|ᏚᏙᎦᏗᎭ||ᏓᏆᏙᎦᏗᎭ|ᏚᏙᎦᏔᏅᎢ|ᏚᏙᎦᏗᏍᎪᎢ|ᏗᏣᏙᎦᏓ|ᏧᏙᎦᏙᏗ|he's staggering|72932|ced
du:do:ge:hi:do:ha||dà:gwado:geɂi:do:ha|du:do:ge:hi:doɂlv̌:ɂi|du:do:ge:hi:do:hó:ɂi|ditsa:do:ge:hi:da|tsu:do:ge:hi:dasdi|ᏚᏙᎨᎯᏙᎭ||ᏓᏆᏙᎨᎢᏙᎭ|ᏚᏙᎨᎯᏙᎸᎢ|ᏚᏙᎨᎯᏙᎰᎢ|ᏗᏣᏙᎨᎯᏓ|ᏧᏙᎨᎯᏓᏍᏗ|He is stumbling|101512|rrd
dù:dlo:sga||dà:gwadlo:sga|dù:dlo:sv̌:ɂi|dù:dlo:sgó:ɂi|dijádló:hi|ju:dlo:hisdi|ᏚᏠᏍᎦ||ᏓᏆᏠᏍᎦ|ᏚᏠᏒᎢ|ᏚᏠᏍᎪᎢ|ᏗᏣᏠᎯ|ᏧᏠᎯᏍᏗ|he's confronted with it|72930|ced
duwe:ka|||||||ᏚᏪᎧ|||||||Salamander.; North American newt.; biol. <em>Notophthalmus spp.</em>|101513|rrd
duwisgali|||||||ᏚᏫᏍᎦᎵ|||||||Flint.; Arrowheads|101514|rrd
duwo:hli|||||||ᏚᏬᎵ|||||||Mushroom.; Cork.; Stopper|101515|rrd
du:ya|||||||ᏚᏯ|||||||Chestnut-sided warbler.; biol. <em>Setophaga pensylvanica.</em>|101516|rrd
tǔ:ya|||||||ᏚᏯ|||||||beans|73710|ced
tuya|||||||ᏚᏯ|||||||Beans.; biol. <em>All Varieties.</em>|101517|rrd
tuya ani:ladi:sgi|||||||ᏚᏯ ᎠᏂᎳᏗᏍᎩ|||||||Peanuts|101518|rrd
tu:ya asu:yi ga:du|||||||ᏚᏯ ᎠᏑᏱ ᎦᏚ|||||||Bean bread|101519|rrd
tu:yane:gwa|||||||ᏚᏯᏁᏆ|||||||Lima bean.; Butter bean.; biol. <em>Phaseolus lunatus.</em>|101521|rrd
duyasdi|||||||ᏚᏯᏍᏗ|||||||Jack-in-the-pulpit.; Wild turnip.; biol. <em>Arisaema triphyllum.</em>|101522|rrd
dù:yawé:ga||dà:gi:yawé:ga|dù:yawé:jv̌:ɂi|dù:yawé:gó:ɂi|dijáyáwè:gi|ju:yawè:sdi|ᏚᏯᏪᎦ||ᏓᎩᏯᏪᎦ|ᏚᏯᏪᏨᎢ|ᏚᏯᏪᎪᎢ|ᏗᏣᏯᏪᎩ|ᏧᏯᏪᏍᏗ|he's tired|72947|ced
dù:yósga||dà:gíyosga|dù:yósv̌:ɂi|dù:yósgó:ɂi|dijáyohi|ju:yóhísdi|ᏚᏲᏍᎦ||ᏓᎩᏲᏍᎦ|ᏚᏲᏒᎢ|ᏚᏲᏍᎪᎢ|ᏗᏣᏲᎯ|ᏧᏲᎯᏍᏗ|He's releasing it, (voluntarily)|72948|ced
duyu:kta|||||||ᏚᏳᎦᏔ|||||||Proper.; Correct.; Just|101523|rrd
dù:yu:kdv̋:ɂi|||||||ᏚᏳᎪᏛᎢ|||||||the truth|72949|ced
dù:hyv̌:sdôysga||dà:kiyv̌:sdôysga|dù:hyv̌:sdô:hyv̌:ɂi|dù:hyv̌:sdôysgó:ɂi|dicháyv́:sdò:hya|ju:hyv̌:sdô:ysdi|ᏚᏴᏍᏙᏯᏍᎦ||ᏓᎩᏴᏍᏙᏯᏍᎦ|ᏚᏴᏍᏙᏴᎢ|ᏚᏴᏍᏙᏯᏍᎪᎢ|ᏗᏣᏴᏍᏙᏯ|ᏧᏴᏍᏙᏯᏍᏗ|he's sneezing|72935|ced
dù:ysdóyhsga||dà:gì:ɂysdóyhsga|dù:ysdóyhv̌:ɂi|dù:ysdóyhsgó:ɂi|ditsà:ysdóytsa|tsù:ysdóyhsdi|ᏚᏴᏍᏙᏯᏍᎦ||ᏓᎩᏴᏍᏙᏯᏍᎦ|ᏚᏴᏍᏙᏴᎢ|ᏚᏴᏍᏙᏯᏍᎪᎢ|ᏗᏣᏴᏍᏙᏯᏣ|ᏧᏴᏍᏙᏯᏍᏗ|He is sneezing|101524|rrd
tvhga|||||||ᏛᎦ|||||||housefly|73711|ced
dvka|||||||ᏛᎧ|||||||Housefly.; biol. <em>Musca domestica.</em>|101525|rrd
dvgv:na|||||||ᏛᎬᎾ|||||||Oyster.; Acne|101526|rrd
tvne:gwiyusdi a:hnawo|||||||ᏛᏁᏈᏳᏍᏗ ᎠᎾᏬ|||||||Velvet|101527|rrd
dv:sotsv:che:ha||de:gvsotsv:dsɂe:ha|du:wasotsv:cheɂlv̌:ɂi|dv:sotsv:che:hó:ɂi|tvsotsv:chɂsi|tsu:wasotsv:che:hdi|ᏛᏐᏨᏤᎭ||ᏕᎬᏐᏨᏤᎭ|ᏚᏩᏐᏨᏤᎸᎢ|ᏛᏐᏨᏤᎰᎢ|ᏛᏐᏨᏤᏏ|ᏧᏩᏐᏨᏤᏗ|He is ridiculing.; He is making fun of|101528|rrd
tv:de:gwa|||||||ᏛᏕᏆ|||||||Eel.; biol. <em>Anguilla rostrata.</em>|101530|rrd
tv:disdi|||||||ᏛᏗᏍᏗ|||||||Ruffed grouse.; Pheasant.; biol. <em>Bonasa umbellus.</em>|101529|rrd
dlà:ɂida|||||||ᏜᎢᏓ|||||||poke (greens)|72910|ced
dla:me:ha|||||||ᏜᎺᎭ|||||||bat|72911|ced
dla:nú:si|||||||ᏜᏄᏏ|||||||leech|72912|ced
dlàyhga|||||||ᏜᏱᎦ|||||||bluejay|72913|ced
Dlàyhgv̋:ɂi|||||||ᏜᏱᎬᎢ|||||||Jay|72914|ced
hla, tla|||||||Ꮭ|||||||no, not|73330|ced
hlá ilv̌:híyu|||||||Ꮭ ᎢᎸᎯᏳ|||||||never|73333|ced
hlá ilv́hdlv, hlá dlv̋|||||||Ꮭ ᎢᎸᏢ, Ꮭ Ꮲ|||||||nowhere|73332|ced
hlá kilo|||||||Ꮭ ᎩᎶ|||||||no one|73334|ced
hlá go:hű:sdi|||||||Ꮭ ᎪᎱᏍᏗ|||||||nothing|73331|ced
hlawò:tu|||||||ᏝᏬᏚ|||||||mud|73335|ced
hlawò:tu:ha̋:ɂi|ani:hlawò:tu:ha̋:ɂi, di:hlawò:tu:ha̋:ɂi||||||ᏝᏬᏚᎭᎢ|ᎠᏂᏝᏬᏚᎭᎢ, ᏗᏝᏬᏚᎭᎢ||||||muddy (object)|73336|ced
hlawò:tű:hi|||||||ᏝᏬᏚᎯ|||||||1. adj. muddy (ground), 2. adv. In the mud|73337|ced
hle̋:ga|||||||ᏞᎦ|||||||for a while|73338|ced
hle:kí|||||||ᏞᎩ|||||||soon|73339|ced
hlè:sdi|||||||ᏞᏍᏗ|||||||don't|73340|ced
dlo:ge̋:si|||||||ᏠᎨᏏ|||||||1. garden, field  2. meadow, pasture|72915|ced
hlgv̋:ɂi|děhlgv̋:ɂi||||||ᏡᎬᎢ|ᏕᏡᎬᎢ||||||tree|73341|ced
dlù:dlu|||||||ᏡᏡ|||||||purple martin|72916|ced
dlv|||||||Ꮲ|||||||approximately|72917|ced
dlv, ilvhdlv̋:ɂi|||||||Ꮲ, ᎢᎸᏢᎢ|||||||somewhere|72918|ced
hlv:daji, tlv:daji|||||||ᏢᏓᏥ, ᏢᏓᏥ|||||||lion|73342|ced
tlv̌:dé:gwa|||||||ᏢᏕᏆ|||||||eel|73698|ced
ja-|||||||Ꮳ-|||||||second person singular (see Gram. I, B)|73396|ced
tsga:yɂi|||||||ᏣᎦᏱ|||||||Yellow jacket.; biol. <em>Vespula maculifrons.</em>|101531|rrd
Jalagi|||||||ᏣᎳᎩ|||||||Cherokee (language)|73397|ced
Jalagi, Ajalagi|Ani:jalagi||||||ᏣᎳᎩ, ᎠᏣᎳᎩ|ᎠᏂᏣᎳᎩ||||||Cherokee|73398|ced
